rank,pid_1915,pid_1924,similarity,chapter_1915,chapter_1924,section_1924,text_1915,text_1924
324,C17-P08,C04-S03-I02-P03,0.07317073170731707,C17,C04,C04-S03,之を引括めて言ひますれば佛敎の革新は先づ僧侶が其人を造變へる、其人を良く爲すことを努めるといふのが第一で、それから第二には偶像崇拜を全廢して仕舞ふといふことを企...,第一은 種族偶像이라 하는 것이니 種族偶像이라 하는 말은 엇던 種族이든지 그 種族에 通有한 迷信이 잇나니 例하면 種族의 宗敎的 迷信 及 風俗習慣的...
325,C22-P18,C06-S06-P13,0.07317073170731707,C22,C06,C06-S06,日本の敎育は宗敎を拔きにしてやつて居る。 敎育は德川氏の初から佛敎を離れて行はれて居る。 西洋にあつても敎育は次第々に基督敎から離れて獨立する傾向があるが、西洋...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
326,C26-P11,C06-S06-P13,0.07317073170731707,C26,C06,C06-S06,それから汎神敎の側には、其中に一神敎の如きものも生じて來る場合がある。 婆羅門敎、佛敎などには其れが生じて居る。 婆羅門敎では梵天といふ人格的の神樣を崇拜する。...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
327,C16-P12,C03-S04-I03-P01,0.07228915662650602,C16,C03,C03-S04,そこで宗敎の由つて起る所を考へて見ると、宗敎は矢張宇宙の實在を本とする。 實在と個人との關係から起る。 個人が宇宙の實在に對する感情、是が元來宗敎を產出して居る...,神을 觀念하는 생각은 이틀 세 가지에 논하 보다 하면 하나는 多神의 觀念이오 하나는 一神의 觀念이오 하나는 汎神의 觀念이니 多神敎는 그 이름과 ...
328,C05-P15,C03-S04-I04-P06,0.07194244604316546,C05,C03,C03-S04,次には、一體機械論といふものは目的を認めない議論であります。 吾々の生命をすつかり機械のやうに見る。 所が、凡て生命は目的的の行動を執るものである。 目的無しの...,以上은 生命이 가지고 잇는 特性을 一言으로 記錄함에 지나지 아니 하나 이제 生命發生에 對한 兩種의 議論을 말하면 하나는 機械論이라 하고 하나는 ...
329,C01-S01-P03,C06-S06-P09,0.07142857142857142,C01,C06,C06-S06,第二には、哲學は人間必然の要求に出でゝ居るものであると云ふことを能く自覺しないからであります。 其自覺しないと云ふのも嚴肅に世界人生の問題を考察すると云ふやうな...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
330,C01-S03-P03,C05-S05-I02-P01,0.07142857142857142,C01,C05,C05-S05,第二は超物理學時代,次에 사람이 大定大信의 德으로 天地自然의 妙法에 順應코저 하면 무엇보다도 物慾을 除去하라 함이 誠命의 第二의 目的이라 茲에 物慾이라 하는 것은 ...
331,C02-P23,C05-S07-P02,0.07142857142857142,C02,C05,C05-S07,極めて偏したる唯心論にはどう云ふ名稱が附けてあるかと言ひますと、普通にはそれを主觀的唯心論(Der subjektive Idealismus) と云ふのである...,元來 自然이라 하는 語는 解釋에 依하야 여러 가지로 논아볼 수 잇나니 첫재는 無意味의 自然 又는 運命에 對한 自然 둘재는 天然界의 自然 셋재는 ...
332,C02-P30,C03-S04-I02-P12,0.07142857142857142,C02,C03,C03-S04,實在論と云ふものはどう云ふのであるか。 此世界に精神と物質との二つがあつて其二つの中の一つを取つて各、根本原理として世界及び人世を解釋するのが唯物論及び唯心論で...,實體로 보면 精神과 物質은 곳 實在이며 精神과 物質의 便으로 보면 實在는 곳 物質과 精神이 된다 함이라 實在를 생각하는 觀念上 두 가지의 抽象을...
333,C02-P37,C03-S04-I05-P11,0.07142857142857142,C02,C03,C03-S04,そこで意識といふものは其非常な稀薄なる狀態に於ては無機物にもある。 一體無機物と有機物を嚴密に區別して考へて居るのは俗見である。 固より一通りの區別は科學では立...,論이 茲에 至하고 보면 우리는 必然으로 原子 本位의 意識論을 公認치 안이 할 수 업나니 萬一 物質을 構成한 原子에 意識이 업다 하고 보면 物質의...
334,C03-P01,C06-S01-P01,0.07142857142857142,C03,C06,C06-S01,哲學上より見たる進化論といふ題で、進化論に對する哲學上の考を少し述べて見る積りであります。 實はヘッケルの哲學上の見解に就いて批評をして見やうと云ふ考も有つたの...,人乃天을 實際生活에 利用함에 가장 엇지 못할 重要한 問題는 사람은 全的 生活을 함에서 人乃天의 偉力과 및 興味가 現著하야지고 部分的 生活에서 그...
335,C04-P30,C06-S06-P14,0.07142857142857142,C04,C06,C06-S06,尚ほ一步進んで申上げたいとは、人間には一方に於ては、自然界と區別すべきところの特色がある、其の區別される所が人間の人間たる所以である。 それで人間の實在的の方面...,戊、佛敎는 沒我敎이나 基督敎는 主我敎이라 佛敎는 個我를 沒케 하야 大我 即 佛의 性을 實現함으로써 그 目的을 삼앗스나 基督敎는 神性과 人格을 差...
336,C05-P13,C03-S04-I04-P07,0.07142857142857142,C05,C03,C03-S04,人間は必ず斯樣にAからBの方に向つて働く。 其Aの處から出發してBの處を指して行く所に一つの行動が起る。 Bは目的である。 生命の大事な所は目的々の行動を取る所...,生命의 發生原因에 就하야 세 가지의 議論이 잇으니
337,C05-P19,C03-S04-P01,0.07142857142857142,C05,C03,C03-S04,其次に、生命と宇宙といふことに就いて極く簡單に私の見る所を述べて置かうと思ふ。 是れは餘り大きな問題でありますから、生命の初といふ處からして考を述べて見ませう。,人乃天의 哲理라 함은 무엇이뇨 天道敎의 宗旨인 이 人乃天主義가 現代의 哲理와 符合되는 것을 簡單히 말하는 것이니 이제 人乃天의 哲理를 두 가지에...
338,C05-P28,C01-S01-I01-P05,0.07142857142857142,C05,C01,C01-S01,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,우리는 생각한다 何故로 이러한 組織이 잇는 宇宙의 間에 何故로 이러한 性情을 가진 人生이 잇게 되엿을가? 함은 思컨대 이는 何人의 知力으로도 解...
339,C05-P28,C03-S04-I05-P14,0.07142857142857142,C05,C03,C03-S04,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,意識界에는 可知界와 不可知界 두 가지가 잇다 하나니 可知界는 우리가 우리의 知覺으로 推測할 만한 世界이오 不可知界라 함은 우리가 아직 發見치 못...
340,C05-P28,C06-S04-P01,0.07142857142857142,C05,C06,C06-S04,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,人乃天의 위에 나타난 運命觀은 오즉 一言으로 表顯할 수 잇나니 曰 사람은 全體(時間的 及 空間的)의 生活意味에서 한울될 수 잇는 運命을 가젓다 ...
341,C05-P28,C06-S06-P18,0.07142857142857142,C05,C06,C06-S06,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,以上은 儒 佛 基三敎의 差異點을 槪述한 것이라 이제 人乃天이 그 三敎의 特色에 比하야 如何한 區別이 잇는가를 言하면
342,C06-P05,C03-S04-I04-P04,0.07142857142857142,C06,C03,C03-S04,（二）統一 - 第二の特徴は統一（Einheit）であります。 生命は唯、生れてから死ぬる迄の運動の繼續と云ふことがあるばかりではない。 其處に統一作用が中心點...,第三 生命은 目的이 有하다 生命은 一定한 目的이 有하야 그 目的의 方面으로 恒常 繼續的 運動을 하고 잇나니 植物이 太陽의 方面을 向하야 其枝를 ...
343,C06-P12,C03-S04-I05-P04,0.07142857142857142,C06,C03,C03-S04,ヘッケルは意識の起源に付て六種の理論を擧げて居ります。 即ち意識の起源に關する理論を六種に分類して居ります。 是れは餘程巧みに分類されたのでありますから、ちよつ...,둘재는 神經 本位의 意識論이니 即 神經이 잇는 것 以外에 意識이 업다 한 것인데 이것은 前者에 比하야 한 層 超越한 意識觀이 될 것이며
344,C06-P13,C03-S04-I06-P05,0.07142857142857142,C06,C03,C03-S04,第一、人間本位意識論(Anthropistische Theorie des Bewnsstseins)是れは意識は人間のみに外ないと云ふ説であります。 それは...,第一 作用은 肉體에서 生하고 肉體는 生命에서 生하고 生命은 大宇宙의 活精에서 生하는 것
345,C06-P16,C03-S04-I05-P06,0.07142857142857142,C06,C03,C03-S04,第四、生物本位意識論（Biologische Theorie des Bewusstseins）是れは凡ての有機體に意識がある、即ち動植物を通じて意識があると云...,넷재는 生物 本位의 意識論이니 設使 動物이 안일지라도 生物이면 即 植物과 如한 것이라도 다 가티 意識이 잇다 하는 것인데 더욱이 廣博한 意識論의...
346,C06-P16,C03-S04-I05-P11,0.07142857142857142,C06,C03,C03-S04,第四、生物本位意識論（Biologische Theorie des Bewusstseins）是れは凡ての有機體に意識がある、即ち動植物を通じて意識があると云...,論이 茲에 至하고 보면 우리는 必然으로 原子 本位의 意識論을 公認치 안이 할 수 업나니 萬一 物質을 構成한 原子에 意識이 업다 하고 보면 物質의...
347,C06-P18,C03-S04-I05-P06,0.07142857142857142,C06,C03,C03-S04,第六、原子本位意識論（Atomistische Theorie des Bewusstseins）是れは細胞どころではない、凡ての原子に意識がある、と。 斯う云...,넷재는 生物 本位의 意識論이니 設使 動物이 안일지라도 生物이면 即 植物과 如한 것이라도 다 가티 意識이 잇다 하는 것인데 더욱이 廣博한 意識論의...
348,C08-P13,C03-S03-I03-P08,0.07142857142857142,C08,C03,C03-S03,さう云ふ譯でありまして、此生存欲に於ける不調和からして殊に死を怖れると云ふことが、人類に取つて偉大なることである爲めに、そこで宗敎と云ふものが起つて其怖れを去る...,이에 이르러 우리는 一大 思考할 問題가 잇나니 即 人類의 思想中에는 엇지 하야 이러한 理想的 世界를 做出하게 되엿슬가 다시 말하면 사람은 엇지 ...
349,C08-P24,C03-S04-I05-P05,0.07142857142857142,C08,C03,C03-S04,さう云ふ具合に、人間が猿の如き動物から來たと云ふことを眼中に置いて、いろ／＼な例を擧げてダーウインの言はぬ處を説明して居ります。,셋재는 動物 本位의 意識論이니 一般의 動物은 神經의 有無를 不問하고 한가지로 意識이 잇다 하는 것이니 이것은 前者에 比하야 또한 超越한 것이며
350,C08-P24,C06-S07-P05,0.07142857142857142,C08,C06,C06-S07,さう云ふ具合に、人間が猿の如き動物から來たと云ふことを眼中に置いて、いろ／＼な例を擧げてダーウインの言はぬ處を説明して居ります。,人間 社會에 잇서 가장 完全한 組織을 實行코저 하는 標準点은 무엇이 될가 함에 對하야 누구든지 自由를 말하며 平等을 가르치지 안는 이가 업다 即...
351,C10-P10,C04-S01-I02-P01,0.07142857142857142,C10,C04,C04-S01,其れから列子莊子なども幾らか水を以て世界の本源としたかの如き形跡が無いではない。 さう明かに言つてはありませんが、稍、其れに似た考が見えます。 例へば列子の天瑞...,첫재 한울님이 自己가 勞而無功하다 한 것은 一言으로 蔽하면 이 世界가 아즉도 한울님의 本來意思와 合一치 못하게 되엿다 함을 이름이니 한울님은 開...
